Ticker,Date,Open,High,Low,Close,Adj. Close,Volume,Dividend,Shares Outstanding,Publish Date,Gross_Margin,Operating_Margin,Net_Margin,Debt_to_Equity,Operating_CF_Ratio,Return,MA5,MA20,Volume_Change,Market_Cap,Target,RSI,MACD,MACD_Signal,BB_Upper,BB_Lower,Return_Lag1,Return_Lag2,Log_Return,Volatility_20,Return_norm,Return_norm_Lag1,Return_norm_Lag2
AMZN,2020-05-07,118.74,118.8,117.16,118.38,118.38,67928220,0.0,9975520640.0,,,,,,,0.006975161619598547,116.386,116.63999999999999,0.08935651709819759,1180902133363.2,0.005068423720222981,49.465163342006356,3.333753913536526,3.958423153637445,125.94823291500592,107.33176708499406,0.014410216584692437,0.0007772020725389517,0.006950947711862419,0.031221294537952766,0.22263483352404914,0.45749128977687353,0.02487179425896872
AMZN,2020-05-08,118.61,119.36,117.85,118.98,118.98,64224560,0.0,9975520640.0,,,,,,,0.005068423720222981,117.322,117.482,-0.05452314222277577,1186887445747.2,0.012355017650025113,48.978400467016925,3.250108098264292,3.8167601425628144,123.84970668459631,111.11429331540369,0.006975161619598547,0.014410216584692437,0.0050556224971806014,0.03117762750169185,0.16215545897154165,0.22263483352404914,0.45749128977687353
AMZN,2020-05-11,118.73,120.98,118.61,120.45,120.45,65184620,0.0,9975520640.0,,,,,,,0.012355017650025113,118.252,118.08250000000001,0.014948486996251953,1201551461088.0,-0.02158572021585725,56.22304374614911,3.2648003159482926,3.70636817723991,122.94786145679467,113.21713854320535,0.005068423720222981,0.006975161619598547,0.012279317301120661,0.0287000384452753,0.42785020391295414,0.16215545897154165,0.22263483352404914
AMZN,2020-05-12,120.59,120.95,117.75,117.85,117.85,61498320,0.0,9975520640.0,,,,,,,-0.02158572021585725,118.644,118.2665,-0.056551683510619566,1175615107424.0,0.004666949512091678,49.51951951951951,3.0316982036955977,3.571434182531048,122.77403883131242,113.75896116868756,0.012355017650025113,0.005068423720222981,-0.0218220996787403,0.02712185205509223,-0.8045947464949437,0.42785020391295414,0.16215545897154165
AMZN,2020-05-13,118.34,120.39,116.89,118.4,118.4,95658380,0.0,9975520640.0,,,,,,,0.004666949512091678,118.81199999999998,118.41750000000002,0.5554633037130119,1181101643776.0,0.008783783783783639,47.55070202808114,2.8583937202646155,3.4288260900777616,122.71535687107081,114.11964312892923,-0.02158572021585725,0.012355017650025113,0.004656093067765223,0.027051393079153233,0.17212026952332352,-0.8045947464949437,0.42785020391295414
AMZN,2020-05-14,118.05,119.57,117.66,119.44,119.44,72962560,0.0,9975520640.0,,,,,,,0.008783783783783639,119.024,118.369,-0.2372590880171711,1191476185241.6,0.008791024782317525,48.356374807987706,2.773002529881211,3.297661378038452,122.59344963715299,114.14455036284701,0.004666949512091678,-0.02158572021585725,0.008745430781029495,0.025328898040183203,0.34527482274022525,0.17212026952332352,-0.8045947464949437
AMZN,2020-05-15,118.43,120.55,117.82,120.49,120.49,84699020,0.0,9975520640.0,,,,,,,0.008791024782317525,119.326,118.45599999999999,0.1608559239149503,1201950481913.5999,0.006805544028550159,52.649733458764494,2.7582601154226154,3.189781125515285,122.78388948200168,114.1281105179983,0.008783783783783639,0.004666949512091678,0.008752608704250158,0.025200348864675173,0.3473209339779899,0.34527482274022525,0.17212026952332352
AMZN,2020-05-18,120.22,121.65,119.2,121.31,121.31,87331440,0.0,9975520640.0,,,,,,,0.006805544028550159,119.498,118.5375,0.031079698442791903,1210130408838.4,0.009562278460143459,59.473150962512655,2.780689732408945,3.1079628468940173,123.02103185499297,114.05396814500702,0.008791024782317525,0.008783783783783639,0.0067824908476430265,0.025186325997659575,0.26929258551935226,0.3473209339779899,0.34527482274022525
AMZN,2020-05-19,121.49,124.25,121.45,122.47,122.47,86409960,0.0,9975520640.0,,,,,,,0.009562278460143459,120.422,118.84050000000002,-0.010551526460573668,1221702012780.8,0.01984159385972073,56.881063600431176,2.8591096348066856,3.0581922044765513,123.53286546788617,114.14813453211387,0.006805544028550159,0.008791024782317525,0.009516849250367984,0.02433987770603275,0.39099823611723367,0.26929258551935226,0.3473209339779899
AMZN,2020-05-20,123.89,125.0,123.36,124.9,124.9,79962860,0.0,9975520640.0,,,,,,,0.01984159385972073,121.72200000000001,119.17699999999999,-0.07461061201741093,1245942527936.0,-0.020496397117694132,52.38095238095238,3.081813437143296,3.0629164510099005,124.57856351633973,113.77543648366026,0.009562278460143459,0.006805544028550159,0.019647315098335998,0.024486703036783814,0.8023666995439072,0.39099823611723367,0.26929258551935226
